accession,status,fasta,size_bytes,message
GCA_018847355.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847355.1/GCA_018847355.1_genomic.fna,3014982,
GCA_018847155.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847155.1/GCA_018847155.1_genomic.fna,2838455,
GCA_018847295.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847295.1/GCA_018847295.1_genomic.fna,3028300,
GCA_018847315.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847315.1/GCA_018847315.1_genomic.fna,3040298,
GCA_018847135.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847135.1/GCA_018847135.1_genomic.fna,3158680,
GCA_018847115.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847115.1/GCA_018847115.1_genomic.fna,2838457,
GCA_018847455.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847455.1/GCA_018847455.1_genomic.fna,2833484,
GCA_018847495.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847495.1/GCA_018847495.1_genomic.fna,2838802,
GCA_018847575.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847575.1/GCA_018847575.1_genomic.fna,2758460,
GCA_018847535.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847535.1/GCA_018847535.1_genomic.fna,3002608,
GCA_018847795.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847795.1/GCA_018847795.1_genomic.fna,2697376,
GCA_018847895.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847895.1/GCA_018847895.1_genomic.fna,3253139,
GCA_018847615.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847615.1/GCA_018847615.1_genomic.fna,3248944,
GCA_018847755.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847755.1/GCA_018847755.1_genomic.fna,3248914,
GCA_018847515.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847515.1/GCA_018847515.1_genomic.fna,2838790,
GCA_018847435.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847435.1/GCA_018847435.1_genomic.fna,2833218,
GCA_018847555.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847555.1/GCA_018847555.1_genomic.fna,3122479,
GCA_018847695.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847695.1/GCA_018847695.1_genomic.fna,3214388,
GCA_018847935.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847935.1/GCA_018847935.1_genomic.fna,2789565,
GCA_021623225.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_021623225.1/GCA_021623225.1_genomic.fna,2480598,
GCA_019132835.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_019132835.1/GCA_019132835.1_genomic.fna,3017083,
GCA_021617195.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_021617195.1/GCA_021617195.1_genomic.fna,2751173,
GCA_022719535.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022719535.1/GCA_022719535.1_genomic.fna,2800676,
GCA_021640505.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_021640505.1/GCA_021640505.1_genomic.fna,2822574,
GCA_018847595.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_018847595.1/GCA_018847595.1_genomic.fna,2823919,
GCA_022715355.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022715355.1/GCA_022715355.1_genomic.fna,2935288,
GCA_021637505.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_021637505.1/GCA_021637505.1_genomic.fna,2812194,
GCA_022135785.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022135785.1/GCA_022135785.1_genomic.fna,3004326,
GCA_021617495.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_021617495.1/GCA_021617495.1_genomic.fna,2679310,
GCA_022739375.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022739375.1/GCA_022739375.1_genomic.fna,2801125,
GCA_022133405.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022133405.1/GCA_022133405.1_genomic.fna,2760399,
GCA_022740995.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022740995.1/GCA_022740995.1_genomic.fna,2848165,
GCA_022723935.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022723935.1/GCA_022723935.1_genomic.fna,2788248,
GCA_022739675.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022739675.1/GCA_022739675.1_genomic.fna,3092167,
GCA_022715045.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022715045.1/GCA_022715045.1_genomic.fna,2927360,
GCA_021642055.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_021642055.1/GCA_021642055.1_genomic.fna,2798568,
GCA_022745825.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022745825.1/GCA_022745825.1_genomic.fna,3181438,
GCA_023516625.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_023516625.1/GCA_023516625.1_genomic.fna,2827459,
GCA_022731035.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022731035.1/GCA_022731035.1_genomic.fna,2933741,
GCA_023516655.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_023516655.1/GCA_023516655.1_genomic.fna,2770017,
GCA_022744055.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022744055.1/GCA_022744055.1_genomic.fna,2931983,
GCA_022724555.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022724555.1/GCA_022724555.1_genomic.fna,2927932,
GCA_024086545.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_024086545.1/GCA_024086545.1_genomic.fna,2822594,
GCA_022744545.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022744545.1/GCA_022744545.1_genomic.fna,2735440,
GCA_022713305.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022713305.1/GCA_022713305.1_genomic.fna,2884816,
GCA_022746545.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022746545.1/GCA_022746545.1_genomic.fna,3007074,
GCA_024086675.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_024086675.1/GCA_024086675.1_genomic.fna,2705311,
GCA_022727195.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022727195.1/GCA_022727195.1_genomic.fna,2936803,
GCA_024172835.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_024172835.1/GCA_024172835.1_genomic.fna,2829141,
GCA_022715955.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022715955.1/GCA_022715955.1_genomic.fna,2813930,
GCA_025543035.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_025543035.1/GCA_025543035.1_genomic.fna,2874189,
GCA_024172975.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_024172975.1/GCA_024172975.1_genomic.fna,2957633,
GCA_024086755.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_024086755.1/GCA_024086755.1_genomic.fna,2668489,
GCA_024462135.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_024462135.1/GCA_024462135.1_genomic.fna,3109250,
GCA_023516695.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_023516695.1/GCA_023516695.1_genomic.fna,2844804,
GCA_024086775.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_024086775.1/GCA_024086775.1_genomic.fna,2686231,
GCA_025993435.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_025993435.1/GCA_025993435.1_genomic.fna,3001703,
GCA_023516675.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_023516675.1/GCA_023516675.1_genomic.fna,2823731,
GCA_030841405.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_030841405.1/GCA_030841405.1_genomic.fna,1343320,
GCA_030268425.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_030268425.1/GCA_030268425.1_genomic.fna,2803892,
GCA_022835435.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022835435.1/GCA_022835435.1_genomic.fna,3257572,
GCA_022835455.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_022835455.1/GCA_022835455.1_genomic.fna,3270388,
GCA_028743255.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_028743255.1/GCA_028743255.1_genomic.fna,2887210,
GCA_030824735.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_030824735.1/GCA_030824735.1_genomic.fna,3142801,
GCA_030842265.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_030842265.1/GCA_030842265.1_genomic.fna,2762754,
GCA_030841705.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_030841705.1/GCA_030841705.1_genomic.fna,3110431,
GCA_027694835.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_027694835.1/GCA_027694835.1_genomic.fna,2767628,
GCA_030843725.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_030843725.1/GCA_030843725.1_genomic.fna,2797072,
GCA_030268525.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_030268525.1/GCA_030268525.1_genomic.fna,2943430,
GCA_028994115.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_028994115.1/GCA_028994115.1_genomic.fna,2697490,
GCA_024086795.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_024086795.1/GCA_024086795.1_genomic.fna,2737016,
GCA_030843105.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_030843105.1/GCA_030843105.1_genomic.fna,2814316,
GCA_037243875.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_037243875.1/GCA_037243875.1_genomic.fna,2698831,
GCA_033947545.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_033947545.1/GCA_033947545.1_genomic.fna,2859320,
GCA_036550865.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_036550865.1/GCA_036550865.1_genomic.fna,2749870,
GCA_032144195.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_032144195.1/GCA_032144195.1_genomic.fna,2904579,
GCA_037325905.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_037325905.1/GCA_037325905.1_genomic.fna,2666762,
GCA_030844765.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_030844765.1/GCA_030844765.1_genomic.fna,2848939,
GCA_036552825.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_036552825.1/GCA_036552825.1_genomic.fna,2700473,
GCA_037373585.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_037373585.1/GCA_037373585.1_genomic.fna,2580616,
GCA_033170235.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_033170235.1/GCA_033170235.1_genomic.fna,2697492,
GCA_037363785.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_037363785.1/GCA_037363785.1_genomic.fna,2455791,
GCA_037437465.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_037437465.1/GCA_037437465.1_genomic.fna,2729974,
GCA_037454975.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_037454975.1/GCA_037454975.1_genomic.fna,2701816,
GCA_037246935.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_037246935.1/GCA_037246935.1_genomic.fna,2711328,
GCA_037237205.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_037237205.1/GCA_037237205.1_genomic.fna,2865027,
GCA_040092625.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_040092625.1/GCA_040092625.1_genomic.fna,2895418,
GCA_039066465.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_039066465.1/GCA_039066465.1_genomic.fna,2939115,
GCA_039066375.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_039066375.1/GCA_039066375.1_genomic.fna,2938571,
GCA_037427305.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_037427305.1/GCA_037427305.1_genomic.fna,2841037,
GCA_041331015.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_041331015.1/GCA_041331015.1_genomic.fna,2933876,
GCA_025993285.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_025993285.1/GCA_025993285.1_genomic.fna,2812586,
GCA_040361715.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_040361715.1/GCA_040361715.1_genomic.fna,2926352,
GCA_041324195.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_041324195.1/GCA_041324195.1_genomic.fna,2899005,
GCA_041358035.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_041358035.1/GCA_041358035.1_genomic.fna,3089747,
GCA_037071665.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_037071665.1/GCA_037071665.1_genomic.fna,2822260,
GCA_041537825.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_041537825.1/GCA_041537825.1_genomic.fna,2811655,
GCA_041477025.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_041477025.1/GCA_041477025.1_genomic.fna,2798679,
GCA_037425625.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_037425625.1/GCA_037425625.1_genomic.fna,2775082,
GCA_041358055.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_041358055.1/GCA_041358055.1_genomic.fna,3232603,
GCA_039066425.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_039066425.1/GCA_039066425.1_genomic.fna,2936714,
GCA_041358075.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_041358075.1/GCA_041358075.1_genomic.fna,3243430,
GCF_000436395.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCF_000436395.1/GCF_000436395.1_genomic.fna,2762210,
GCA_039066385.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_039066385.1/GCA_039066385.1_genomic.fna,2939378,
GCA_037071645.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_037071645.1/GCA_037071645.1_genomic.fna,3105978,
GCA_041358115.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_041358115.1/GCA_041358115.1_genomic.fna,3191611,
GCA_037241685.1,ok,/fh/fast/hill_g/Albert/Collaboration-Microbiome/blast_results/Akkermansia_muciniphila/GCA_037241685.1/GCA_037241685.1_genomic.fna,2639694,
